case_key,year,announcement_date,award_date,unit_id,unit_name,job_number,title,procurement_category,tender_method,award_method,budget_amount,award_amount,winner_count,winning_vendors,performance_location,performance_region,performance_period,road_names,road_name_source,work_tags,is_road_related,is_open_contract,source_url,raw_file
3.87.30.1|109012107|20200219|BDM-1-53019606,2020,20200219,2020-02-18,3.87.30.1,臺中市風景區管理所,109012107,109年度臺中市風景區公共設施維護修繕工程,<工程類>5139其他土木工程,公開招標,最低標,8875337,7920000,1,盛銓營造有限公司,臺中市(非原住民地區),"臺中市－北屯區,臺中市－大甲區,臺中市－大安區",109/02/18－109/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200219&fn=BDM-1-53019606.xml,data/raw/taichung/2020/tenders/20200219_3.87.30.1_109012107.json
3.87.36|10901021261|20200219|BDM-1-53019578,2020,20200219,2020-02-18,3.87.36,臺中市政府都市發展局,10901021261,109年度既有公共建築物無障礙設施檢查計畫,<勞務類>866與管理顧問有關之服務,限制性招標(經公開評選或公開徵求),準用最有利標,2250000,2250000,1,社團法人臺中市大臺中建築師公會,臺中市(非原住民地區),臺中市－全區,109/02/28－109/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200219&fn=BDM-1-53019578.xml,data/raw/taichung/2020/tenders/20200219_3.87.36_10901021261.json
3.87.36|10901021262|20200219|BDM-1-53019241,2020,20200219,2020-02-18,3.87.36,臺中市政府都市發展局,10901021262,「109年變更使用執照第一階段圖面及第二階段竣工勘驗審查委託技術服務」,<勞務類>8671建築服務,限制性招標(經公開評選或公開徵求),準用最有利標,5000000,5000000,1,社團法人臺中市大臺中建築師公會,臺中市(非原住民地區),臺中市－全區,109/02/28－109/12/04(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200219&fn=BDM-1-53019241.xml,data/raw/taichung/2020/tenders/20200219_3.87.36_10901021262.json
3.87.36|10901021263|20200219|BDM-1-53019628,2020,20200219,2020-02-18,3.87.36,臺中市政府都市發展局,10901021263,「109年建築物公共安全委託複(檢)查」勞務採購案,<勞務類>8671建築服務,限制性招標(經公開評選或公開徵求),準用最有利標,4490000,4490000,2,台灣建築物公共安全檢查專業技術人員學會；社團法人臺中市大臺中建築師公會,臺中市(非原住民地區),臺中市－全區,109/02/28－109/12/18(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200219&fn=BDM-1-53019628.xml,data/raw/taichung/2020/tenders/20200219_3.87.36_10901021263.json
3.87.36|10901061265|20200219|BDM-1-53019444,2020,20200219,2020-02-18,3.87.36,臺中市政府都市發展局,10901061265,109年度臺中市招牌廣告及樹立廣告拆除清運及修改工程,<工程類>5112拆除工程,公開招標,最低標,5000000,3478146,1,羅漢果文創廣告設計工程,臺中市(非原住民地區),臺中市－全區,109/02/28－109/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200219&fn=BDM-1-53019444.xml,data/raw/taichung/2020/tenders/20200219_3.87.36_10901061265.json
3.87.36.1|10902170227|20200219|BDM-1-53018457,2020,20200219,2019-12-26,3.87.36.1,臺中市政府住宅發展工程處,10902170227,臺中市太平區育賢段二期社會住宅新建工程第一次契約變更,<工程類>5122多棟式住宅建築工程,限制性招標(未經公開評選或公開徵求),最低標,21883708,21883708,1,勝緯營造股份有限公司,臺中市(非原住民地區),臺中市－太平區,108/12/26－109/03/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200219&fn=BDM-1-53018457.xml,data/raw/taichung/2020/tenders/20200219_3.87.36.1_10902170227.json
3.87.37|TIPC109002|20200219|BDM-1-53019374,2020,20200219,2020-02-15,3.87.37,臺中市政府原住民族事務委員會,TIPC109002,109年度本市原住民族基層建設小型零星工程委託設計監造技術服務,<勞務類>8672工程服務,限制性招標(經公開評選或公開徵求),準用最有利標,1915000,1780950,1,穀山技術顧問有限公司,臺中市和平區(原住民地區),臺中市－全區,109/02/15－110/03/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200219&fn=BDM-1-53019374.xml,data/raw/taichung/2020/tenders/20200219_3.87.37_TIPC109002.json
3.87.39|108122401|20200219|BDM-1-53018813,2020,20200219,2020-02-17,3.87.39,臺中市政府運動局,108122401,臺中市巨蛋體育館新建營運移轉(OT+BOT)案前置作業計畫委託專業服務採購案,"<勞務類>96娛樂,文化,體育服務",限制性招標(經公開評選或公開徵求),準用最有利標,5000000,4940000,1,十方都市開發顧問有限公司,臺中市(非原住民地區),臺中市－北屯區,109/02/18－109/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200219&fn=BDM-1-53018813.xml,data/raw/taichung/2020/tenders/20200219_3.87.39_108122401.json
3.87.40|A108039|20200219|BDM-1-53019666,2020,20200219,2020-02-18,3.87.40,臺中捷運股份有限公司,A108039,電器用品採購,<財物類>448家用電器及其零件,公開取得報價單或企劃書,最低標,775800,704000,1,大同綜合訊電股份有限公司台中分公司,臺中市(非原住民地區),臺中市－全區,109/02/19－109/05/18(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200219&fn=BDM-1-53019666.xml,data/raw/taichung/2020/tenders/20200219_3.87.40_A108039.json
3.87.5.1|109108|20200219|BDM-1-53018716,2020,20200219,2020-02-14,3.87.5.1,臺中市立大甲高級中等學校,109108,樂器乙批財物採購案,<財物類>383樂器,公開取得報價單或企劃書,最低標,120000,99000,1,仁友樂器有限公司,臺中市(非原住民地區),臺中市－大甲區,109/02/14－109/03/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200219&fn=BDM-1-53018716.xml,data/raw/taichung/2020/tenders/20200219_3.87.5.1_109108.json
3.87.5.52|BN1085192|20200219|BDM-1-53019514,2020,20200219,2019-12-27,3.87.5.52,臺中市立雙十國民中學,BN1085192,臺中市立雙十國民中學老舊校舍整建工程及活動中心(含幼兒園暨地下停車場)新建工程 公共藝術設置案,<工程類>5159其他專業工程,限制性招標(未經公開評選或公開徵求),最有利標,3180000,3180000,1,千行設計工作室,臺中市(非原住民地區),臺中市－北區,108/12/27－109/11/16(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200219&fn=BDM-1-53019514.xml,data/raw/taichung/2020/tenders/20200219_3.87.5.52_BN1085192.json
3.87.5.68|10901|20200219|BDM-1-53019362,2020,20200219,2020-02-18,3.87.5.68,臺中市立至善國民中學,10901,108年度充實設施設備-建置穩定供給學校教學需求電力改善系統工程,<工程類>5164電力工程,公開招標,最低標,3622749,3189980,1,景茂工業有限公司,臺中市(非原住民地區),臺中市－西屯區,109/02/18－109/04/30(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200219&fn=BDM-1-53019362.xml,data/raw/taichung/2020/tenders/20200219_3.87.5.68_10901.json
3.87.5.75|10808-1|20200219|BDM-1-53019629,2020,20200219,2020-02-14,3.87.5.75,臺中市立后里國民中學,10808-1,臺中市立后里國民中學跑道整修工程第1次契約變更,<工程類>5137運動及娛樂工程,限制性招標(未經公開評選或公開徵求),最低標,1547097,1530000,1,展鋐工程有限公司,臺中市(非原住民地區),臺中市－后里區,109/02/20－109/06/30(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200219&fn=BDM-1-53019629.xml,data/raw/taichung/2020/tenders/20200219_3.87.5.75_10808-1.json
3.87.63|109-HU-23|20200219|aaa-53020851,2020,20200219,2020-02-17,3.87.63,臺中市沙鹿區公所,109-HU-23,2020沙鹿區登山健行暨推廣節能活動委託服務案,"<勞務類>96娛樂,文化,體育服務",公開取得報價單或企劃書,參考最有利標精神,748200,748200,1,愛圖廣告事業有限公司,臺中市(非原住民地區),臺中市－沙鹿區,109/02/19－109/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/urlSelector/common/atm?pk=NTMwMjA4NTE=,data/raw/taichung/2020/tenders/20200219_3.87.63_109-HU-23.json
3.87.65|1090206|20200219|BDM-1-53018516,2020,20200219,2020-02-17,3.87.65,臺中市東勢區公所,1090206,2020臺中市東勢區茂谷柑推廣計畫,<勞務類>881附帶於農、牧、林之服務,公開取得報價單或企劃書,參考最有利標精神,500000,500000,1,執行力整合行銷有限公司,臺中市(非原住民地區),"臺中市－西區,臺中市－東勢區",109/02/17－109/03/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200219&fn=BDM-1-53018516.xml,data/raw/taichung/2020/tenders/20200219_3.87.65_1090206.json
3.87.7.2|tces10901|20200219|aaa-53020248,2020,20200219,2020-02-18,3.87.7.2,臺中市東區臺中國民小學,tces10901,臺中市東區臺中國民小學忠孝樓校舍耐震補強工程委託技術服務勞務採購,<勞務類>8672工程服務,公開取得報價單或企劃書,參考最有利標精神,974968,970000,1,江文良土木結構技師事務所,臺中市(非原住民地區),臺中市－東區,109/02/19－110/06/15(預估),,,,0,0,https://web.pcc.gov.tw/prkms/urlSelector/common/atm?pk=NTMwMjAyNDg=,data/raw/taichung/2020/tenders/20200219_3.87.7.2_tces10901.json
3.87.7.97|1090206dayes|20200219|BDM-1-53018690,2020,20200219,2020-02-13,3.87.7.97,臺中市清水區大楊國民小學,1090206dayes,臺中市清水區大楊國民小學半戶外球場新建工程技術服務委託採購案,<勞務類>8671建築服務,公開取得報價單或企劃書,參考最有利標精神,628706,628706,1,楊文慶建築師事務所,臺中市(非原住民地區),臺中市－清水區,109/02/13－109/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200219&fn=BDM-1-53018690.xml,data/raw/taichung/2020/tenders/20200219_3.87.7.97_1090206dayes.json
3.87.7.99|CK1090210-1|20200219|BDM-1-53018962,2020,20200219,2020-02-18,3.87.7.99,臺中市東勢區成功國民小學,CK1090210-1,臺中市東勢區成功國小南棟教室校舍耐震補強工程委託設計監造技術服務採購,<勞務類>8673綜合工程服務,公開取得報價單或企劃書,參考最有利標精神,136000,135000,1,季泉工程顧問有限公司,臺中市(非原住民地區),臺中市－東勢區,109/02/19－109/06/08(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200219&fn=BDM-1-53018962.xml,data/raw/taichung/2020/tenders/20200219_3.87.7.99_CK1090210-1.json
3.87.73|1090115-2|20200219|BDM-1-53019026,2020,20200219,2020-02-18,3.87.73,臺中市潭子區公所,1090115-2,109年辦理臺中市潭子區長青學苑,<勞務類>92教育服務,限制性招標(經公開評選或公開徵求),準用最有利標,1760000,1760000,1,朝陽科技大學,臺中市(非原住民地區),臺中市－潭子區,109/02/25－109/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200219&fn=BDM-1-53019026.xml,data/raw/taichung/2020/tenders/20200219_3.87.73_1090115-2.json
3.87.8.18|108010|20200219|BDM-1-53019094,2020,20200219,2020-02-18,3.87.8.18,臺中市大雅區大雅國民小學,108010,半戶外球場新建工程委託規劃設計監造服務,<勞務類>8671建築服務,公開取得報價單或企劃書,參考最有利標精神,577041,577041,1,廖晨佾建築師事務所,臺中市(非原住民地區),臺中市－大雅區,109/02/18－109/11/30(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200219&fn=BDM-1-53019094.xml,data/raw/taichung/2020/tenders/20200219_3.87.8.18_108010.json
3.87.8.85|10902|20200219|BDM-1-53018531,2020,20200219,2020-02-17,3.87.8.85,臺中市烏日區九德國民小學,10902,臺中市烏日區九德國民小學中庭球場整建暨校園綠美化工程委託規劃設計監造技術服務案,<勞務類>8672工程服務,公開取得報價單或企劃書,參考最有利標精神,396091,388169,1,山川建築師事務所,臺中市(非原住民地區),臺中市－全區,109/02/17－109/10/30(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200219&fn=BDM-1-53018531.xml,data/raw/taichung/2020/tenders/20200219_3.87.8.85_10902.json
3.87.10.1|109B-007|20200220|BDM-1-53020253,2020,20200220,2020-02-18,3.87.10.1,臺中市新建工程處,109B-007,「臺中中央公園」開幕系列活動,"<勞務類>96娛樂,文化,體育服務",限制性招標(經公開評選或公開徵求),準用最有利標,1800000,1800000,1,高碲設計傳播有限公司,臺中市(非原住民地區),臺中市－西屯區,109/02/28－109/06/30(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53020253.xml,data/raw/taichung/2020/tenders/20200220_3.87.10.1_109B-007.json
3.87.15|1081225162|20200220|BDM-1-53020497,2020,20200220,2020-02-14,3.87.15,臺中市政府環境保護局,1081225162,109年度採購密封壓縮式垃圾車26輛,"<財物類>491機動車,拖車,半拖車;車輛機件",公開招標,最低標,74970000,64298750,1,甫邑企業有限公司,臺中市(非原住民地區),臺中市－全區,109/02/15－109/07/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53020497.xml,data/raw/taichung/2020/tenders/20200220_3.87.15_1081225162.json
3.87.18|202001200537|20200220|BDM-1-53020297,2020,20200220,2020-02-19,3.87.18,臺中市政府新聞局,202001200537,2020世界蘭展整合行銷採購案,<勞務類>871廣告服務,限制性招標(經公開評選或公開徵求),準用最有利標,3300000,3300000,1,中天電視股份有限公司,臺中市(非原住民地區),臺中市－全區,109/02/19－109/04/20,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53020297.xml,data/raw/taichung/2020/tenders/20200220_3.87.18_202001200537.json
3.87.18|202001210538|20200220|BDM-1-53020557,2020,20200220,2020-02-19,3.87.18,臺中市政府新聞局,202001210538,「編印2020臺中訊息快遞」採購案,<勞務類>871廣告服務,公開取得報價單或企劃書,參考最有利標精神,300000,300000,1,康百視雜誌社,臺中市(非原住民地區),臺中市－全區,109/02/19－109/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53020557.xml,data/raw/taichung/2020/tenders/20200220_3.87.18_202001210538.json
3.87.25|10901130008|20200220|BDM-1-53019741,2020,20200220,2020-02-18,3.87.25,臺中市政府水利局,10901130008,109年度臺中市綠川排水-仁義綠橋梁改建應急工程委託技術服務,<勞務類>8672工程服務,限制性招標(經公開評選或公開徵求),準用最有利標,2190366,2037040,1,劦盛工程顧問有限公司,臺中市(非原住民地區),臺中市－南區,109/02/18－110/02/28(預估),,,排水清淤；橋梁,1,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53019741.xml,data/raw/taichung/2020/tenders/20200220_3.87.25_10901130008.json
3.87.25|10901210011|20200220|BDM-1-53020004,2020,20200220,2020-02-18,3.87.25,臺中市政府水利局,10901210011,綠川水環境改善工程(民權路至復興路)延續計畫-合作橋及民生綠橋改建工程委託技術服務,<勞務類>8672工程服務,限制性招標(經公開評選或公開徵求),準用最有利標,1915000,1800100,1,聚大工程顧問有限公司,臺中市(非原住民地區),臺中市－南區,109/02/18－110/02/28(預估),民權路；復興路,標案名稱,,1,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53020004.xml,data/raw/taichung/2020/tenders/20200220_3.87.25_10901210011.json
3.87.29|10902052180|20200220|BDM-1-53020119,2020,20200220,2020-02-19,3.87.29,臺中市政府交通局,10902052180,109年度臺中市公車電子票證稽核與分析系統維運計畫,<勞務類>849其他電腦服務,公開取得報價單或企劃書,最低標,474000,460000,1,鴻銘資訊有限公司,臺中市(非原住民地區),臺中市－全區,109/02/19－110/01/05(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53020119.xml,data/raw/taichung/2020/tenders/20200220_3.87.29_10902052180.json
3.87.29|10902052181|20200220|BDM-1-53020161,2020,20200220,2020-02-19,3.87.29,臺中市政府交通局,10902052181,109年度臺中市公車營運決策分析管理系統維運計畫,<勞務類>849其他電腦服務,公開取得報價單或企劃書,最低標,660000,642000,1,鴻銘資訊有限公司,臺中市(非原住民地區),臺中市－全區,109/02/19－110/01/05(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53020161.xml,data/raw/taichung/2020/tenders/20200220_3.87.29_10902052181.json
3.87.30|TTB109017|20200220|BDM-1-53019927,2020,20200220,2020-02-18,3.87.30,臺中市政府觀光旅遊局,TTB109017,109年度臺中市后里馬場園區(含花舞館及周邊)污水處理場委託操作運轉與維修保養案,<勞務類>94污水及垃圾處理、公共衛生及其他環保服務,公開取得報價單或企劃書,最低標,545475,477750,1,聚雨環境科技有限公司,臺中市(非原住民地區),臺中市－后里區,109/02/18－109/07/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53019927.xml,data/raw/taichung/2020/tenders/20200220_3.87.30_TTB109017.json
3.87.30|TTB109019|20200220|BDM-1-53019938,2020,20200220,2020-02-18,3.87.30,臺中市政府觀光旅遊局,TTB109019,109年度臺中市后里馬場馬匹飼料採購案,"<財物類>23穀粉,澱粉及澱粉製品;其他食品",公開取得報價單或企劃書,最低標,620430,593640,1,欣野貿易有限公司,臺中市(非原住民地區),臺中市－后里區,109/02/18－109/07/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53019938.xml,data/raw/taichung/2020/tenders/20200220_3.87.30_TTB109019.json
3.87.30|TTB109020|20200220|BDM-1-53019930,2020,20200220,2020-02-18,3.87.30,臺中市政府觀光旅遊局,TTB109020,臺中市新田登山步道災害復建工程,<工程類>5139其他土木工程,公開招標,最低標,3816000,3162000,1,辰星營造有限公司,臺中市(非原住民地區),臺中市－潭子區,109/02/18－109/05/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53019930.xml,data/raw/taichung/2020/tenders/20200220_3.87.30_TTB109020.json
3.87.30|TTB109023|20200220|BDM-1-53019924,2020,20200220,2020-02-18,3.87.30,臺中市政府觀光旅遊局,TTB109023,臺中市大肚區萬里長城登山步道災害復建工程,<工程類>5139其他土木工程,公開招標,最低標,5085783,4175000,1,裕元營造股份有限公司,臺中市(非原住民地區),臺中市－大肚區,109/02/18－109/05/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53019924.xml,data/raw/taichung/2020/tenders/20200220_3.87.30_TTB109023.json
3.87.32|109BC044|20200220|BDM-1-53020219,2020,20200220,2020-02-07,3.87.32,臺中市政府消防局,109BC044,109年特搜大隊個人裝備採購案,<財物類>281編織或鉤針織品,公開招標,最低標,528000,505800,1,豐廷實業有限公司,臺中市(非原住民地區),臺中市－全區,109/02/07－109/07/01(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53020219.xml,data/raw/taichung/2020/tenders/20200220_3.87.32_109BC044.json
3.87.4.94|109A06|20200220|aaa-53021875,2020,20200220,2020-02-20,3.87.4.94,臺中市立東山高級中學,109A06,國中部教室電力改善工程委託規劃設計監造技術服務勞務採購案,<勞務類>8673綜合工程服務,公開取得報價單或企劃書,參考最有利標精神,238596,233824,1,環球電機技師事務所,臺中市(非原住民地區),臺中市－北屯區,109/02/20－109/03/20(預估),,,,0,0,https://web.pcc.gov.tw/prkms/urlSelector/common/atm?pk=NTMwMjE4NzU=,data/raw/taichung/2020/tenders/20200220_3.87.4.94_109A06.json
3.87.4.99|1090101|20200220|BDM-1-53020158,2020,20200220,2020-01-22,3.87.4.99,臺中市立長億高級中學,1090101,長億高中多功能活化教室二裝修案,<工程類>5177室內裝潢工程,公開招標,最低標,1113023,1095400,1,智捷室內裝修設計有限公司,臺中市(非原住民地區),臺中市－太平區,109/01/22－109/03/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53020158.xml,data/raw/taichung/2020/tenders/20200220_3.87.4.99_1090101.json
3.87.5.31|109B102|20200220|BDM-1-53020138,2020,20200220,2020-02-19,3.87.5.31,臺中市立臺中工業高級中等學校,109B102,第二實習大樓屋頂防水整修工程,<工程類>5159其他專業工程,公開招標,最低標,3668576,3599996,1,瑞駿企業股份有限公司,臺中市(非原住民地區),臺中市－全區,109/02/19－109/06/15(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53020138.xml,data/raw/taichung/2020/tenders/20200220_3.87.5.31_109B102.json
3.87.5.33|109-07-0214-01|20200220|BDM-1-53020397,2020,20200220,2020-02-19,3.87.5.33,臺中市立東勢工業高級中等學校,109-07-0214-01,108學年度第2學期化工科實習材料採購,<財物類>34基本化學產品,公開取得報價單或企劃書,最低標,186024,146841,1,新芳良化工原料儀器有限公司,臺中市(非原住民地區),臺中市－東勢區,109/02/20－109/03/20(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53020397.xml,data/raw/taichung/2020/tenders/20200220_3.87.5.33_109-07-0214-01.json
3.87.5.34|1081230|20200220|BDM-1-53020520,2020,20200220,2020-01-21,3.87.5.34,臺中市立大甲工業高級中等學校,1081230,108學年度第2學期教科書採購案,"<財物類>32紙漿,紙及紙產品;印刷品及相關的商品",公開招標,最低標,1979998,1869152,1,五楠圖書用品股份有限公司,臺中市(非原住民地區),臺中市－大甲區,109/01/21－109/04/30(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53020520.xml,data/raw/taichung/2020/tenders/20200220_3.87.5.34_1081230.json
3.87.5.41|109005|20200220|BDM-1-53020141,2020,20200220,2020-02-19,3.87.5.41,臺中市立啟聰學校,109005,深壓躺椅採購案,"<財物類>481醫療,外科及矯形設備",公開取得報價單或企劃書,最低標,191600,182000,1,聯興儀器股份有限公司,臺中市(非原住民地區),臺中市－西屯區,109/02/19－109/04/28,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53020141.xml,data/raw/taichung/2020/tenders/20200220_3.87.5.41_109005.json
3.87.5.69|10901|20200220|BDM-1-53020079,2020,20200220,2020-02-14,3.87.5.69,臺中市立大業國民中學,10901,108學年度一年級戶外教育學生成長營活動,<勞務類>641旅館及其他住宿服務,限制性招標(經公開評選或公開徵求),準用最有利標,1164494,1137440,1,千禧旅行社有限公司,臺南市(非原住民地區),臺南市－柳營區,109/04/30－109/05/01(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53020079.xml,data/raw/taichung/2020/tenders/20200220_3.87.5.69_10901.json
3.87.56|1090104|20200220|BDM-1-53020763,2020,20200220,2020-02-18,3.87.56,臺中市西屯區公所,1090104,109年度台電及回饋金補助各里小型工程(開口契約)委託設計監造,<勞務類>8672工程服務,公開取得報價單或企劃書,參考最有利標精神,263960,245483,1,宏利土木結構技師事務所,臺中市(非原住民地區),臺中市－西屯區,109/02/18－109/12/31(預估),,,,0,1,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53020763.xml,data/raw/taichung/2020/tenders/20200220_3.87.56_1090104.json
3.87.58|109001|20200220|BDM-1-53019880,2020,20200220,2020-02-12,3.87.58,臺中市北屯區公所,109001,臺中市北屯區109年里鄰長文康活動採購案,<勞務類>74支援及輔助運輸服務,限制性招標(經公開評選或公開徵求),準用最有利標,3720000,3720000,1,新葳格國際旅行社有限公司,臺中市(非原住民地區),臺中市－北屯區,109/02/12－109/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53019880.xml,data/raw/taichung/2020/tenders/20200220_3.87.58_109001.json
3.87.58|109004|20200220|BDM-1-53020812,2020,20200220,2020-02-14,3.87.58,臺中市北屯區公所,109004,109年度臺中市北屯區仁愛里活動中心用地租用,<財物類>532建地及相關土地,限制性招標(未經公開評選或公開徵求),最低標,403755,403755,1,台灣糖業股份有限公司,臺中市(非原住民地區),臺中市－北屯區,109/02/01－109/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53020812.xml,data/raw/taichung/2020/tenders/20200220_3.87.58_109004.json
3.87.69|10912|20200220|BDM-1-53020673,2020,20200220,2020-02-15,3.87.69,臺中市大肚區公所,10912,臺中市大肚區109年度環保志工早餐券採購案,"<財物類>32紙漿,紙及紙產品;印刷品及相關的商品",公開取得報價單或企劃書,參考最有利標精神,930000,911400,1,全家便利商店股份有限公司,臺中市(非原住民地區),臺中市－大肚區,109/02/16－109/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53020673.xml,data/raw/taichung/2020/tenders/20200220_3.87.69_10912.json
3.87.69|10923|20200220|BDM-1-53020123,2020,20200220,2020-02-15,3.87.69,臺中市大肚區公所,10923,109年度大肚區停車場環境與設備維護採購案,<勞務類>97其他服務,公開取得報價單或企劃書,最低標,300000,197900,1,建豪景觀園藝有限公司,臺中市(非原住民地區),臺中市－大肚區,109/02/16－109/12/15(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53020123.xml,data/raw/taichung/2020/tenders/20200220_3.87.69_10923.json
3.87.7.1|10901-1|20200220|BDM-1-53020126,2020,20200220,2020-02-19,3.87.7.1,臺中市中區光復國民小學,10901-1,臺中市中區光復國民小學跑道整建工程委託規劃設計監造技術服務採購,<勞務類>8671建築服務,公開取得報價單或企劃書,參考最有利標精神,205277,200000,1,鴻竹建築師事務所,臺中市(非原住民地區),臺中市－中區,109/02/19－109/09/30(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53020126.xml,data/raw/taichung/2020/tenders/20200220_3.87.7.1_10901-1.json
3.87.7.70|1090101|20200220|BDM-1-53019926,2020,20200220,2020-02-18,3.87.7.70,臺中市大甲區德化國民小學,1090101,臺中市大甲區德化國民小學半戶外型球場委託規劃設計監造服務採購案,<勞務類>8671建築服務,公開取得報價單或企劃書,參考最有利標精神,690065,679714,1,政宏建築師事務所,臺中市(非原住民地區),臺中市－大甲區,109/02/19－110/02/19(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200220&fn=BDM-1-53019926.xml,data/raw/taichung/2020/tenders/20200220_3.87.7.70_1090101.json
